微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
,#王者钟馗S39赛季皮肤##钟馗虚灵犬护皮肤#S39新赛季【妙手空空】即将开启，本狐为大家带来了赛季皮肤【钟馗-虚灵犬护】的爆料，一起来看看吧~角色设计钟馗化身为长安城的午夜城判，身披融合长安机关风格的甲胄，统领三只机关犬，将古风机关与翡翠、金属、乌木等元素结合，演绎出独特的威严与神秘。◆发型设计：火焰状的发型宛如赤焰流动，契合钟馗作为执法者的特质，既象征其炽热的正义之心，又彰显出不怒自威的气势；◆配饰设计：以翡翠质感的饕餮纹与长安机关为核心，胸甲镶嵌犬首机关，臂甲通过榫卯结构与犬首联动，肩甲则重构了长安城的重檐飞脊，呼应长安的建筑美学，同时映衬出坊市的繁华盛景；◆颜色设计：整体以翡翠质感的幽青色为主，搭配火焰能量的明黄色点缀，披身铠甲则以乌木色为基底，辅以哑光金属色，凸显出午夜执法者的威严与冷峻；◆服饰设计：玄甲围绕机关犬设计，暗藏精巧的机关结构，肩甲造型呼应长安城建筑，衣物下摆的花纹与图案则借鉴了坊市中的装饰元素，展现出机关与古典美学的完美融合；◆武器设计：右手执有机关犬状的镰刀，左侧则有可协同作战的机关犬相伴。武器设计深度融合了长安机关与鸿胪寺的机关犬元素，体现了遭受紊流侵蚀的钟馗与救赎自己的鸿胪寺机关犬之间形成的深刻羁绊。美宣图设计以具有张力的动态构图，描绘了新生的钟馗撕裂战场的瞬间。钟馗身披赤金和乌木纹路的盔甲，翡翠镶嵌其上，盔甲之中流动着熔岩般的能量。三头机关犬与钟馗并肩作战，共同抵御着侵犯长安的敌人。皮肤故事穿界门异变后，紊流震荡地下诡市。钟馗巡游长安，消除隐患，却也因此受到紊流侵蚀。错乱的系统在体内嗡鸣，让他体味到一种前所未有的「情绪」。倒于诡市陋巷之中的钟馗，最终为三条机关犬所救，奉行「守护」的机关人，终于开始懂得何为「长安」。*此为研发过程中录制，所展示内容仅供参考 http://t.cn/A6BWuj50 ,,,,,2025/3/20 14:30,,5335,96,1039
,#可口可乐王者荣耀联动##无糖开黑好喝带你飞#好喝到让无限王者团原地起飞！在王者荣耀带飞全场的秘诀，居然是来瓶无糖可口可乐？！好喝到让@无限王者团 原地起飞，这波操作必须给满分！快来pick无糖可口可乐#这么好喝居然无糖#！一起无糖开黑好喝带你飞http://t.cn/A6B0lIoQ ,,,,,2025/3/20 12:20,,11608,9833,984
,#刘禅米莱狄新源梦皮肤##王者源梦皮肤大赛投票#播报员小妲己带来【源梦首轮投票】最新情报！截至3月19日9:00，票数排名TOP30作品已出炉！一起来看看吧～首轮投票刚刚开始，竞争激烈，快去给喜欢的作品投票，助TA冲进下一轮！特别提醒：首轮投票刘禅&米莱狄单英雄赛道前30作品都将进入官方评审环节，单账号单日只可给单作品投1票，大家可选择多幅喜欢的作品哦~投票路径：◆游戏内大厅-活动-听源梦的歌-源梦首轮投；◆官网-王者文化-共创基地-源梦皮肤设计大赛；◆王者营地-游戏-共创。*如对活动和作品有任何疑问或反馈，请发送邮件至hdy_help@tencent.com。 [组图共2张] 原图 ,,,,,2025/3/19 18:26,,2450,22,520
,#首个KPL选手定制播报##谁是KPL春季赛之星#【2025KPL春季赛之星】活动重磅来袭！KPL史上首款选手个人定制荣耀播报静待解锁，专属播报铭刻赛季高光时刻！为TA充能即可助力，还有丰厚奖励抽取！活动时间：3月19日-5月11日充能方式：前往【游戏内赛事专区/王者营地赛事频道/斗鱼/快手/虎牙/视频号/QQ/腾讯视频平台】观赛、登录游戏活动奖励：◆赛季TOP1选手将获得定制播报资格，播报将于后续上线，为其充能的玩家均可免费领取◆每周TOP1结算，为其充能的玩家可获得额外奖励◆参与活动即可获得亲密玫瑰等道具，更可抽取王者荣耀实物周边、选手里程碑纪念卡等奖励快来选择你支持的选手，助TA登顶春季赛之星，为TA注入能量，拿丰富奖励吧！ [组图共2张] 原图 ,,,,,2025/3/19 16:16,,2370,49,331
,#王者新版本妙手空空##王者S39新赛季即将开启# 敲黑板，划重点！新版本福利预告来啦——【新英雄免费得】妙手空空儿来袭，且看这出拿手好戏【两款皮肤免费得】S39赛季专属皮肤、萌趣联动皮肤【两套时装免费领】元流之子【晦冥之月】时装、萌趣联动时装，等你来领【福利加码】回忆礼册特别升级，每月1款皮肤免费拿，最高可得史诗还有联动战令惊喜上线、【变身大作战】玩法限时登场，以及勇者皮肤限时秒杀等即将来袭，敬请期待！ 原图 ,,,,,2025/3/19 16:00,,2124,58,505
,#王者新版本妙手空空#即将上线新英雄空空儿及萌趣联动登场，更有多款皮肤、时装免费领！#王者S39新赛季即将开启# ，“且看这出——「拿手好戏」”新英雄——【空空儿】突破空间力量，多分身三洞藏仙；诡手夺取装备，瞒天过海惊四方！新体验——巅峰赛系统升级，分路巅峰积分单独计算，五路皆巅峰！回忆礼册焕新，完成每日任务升级宝箱，每月最高可得史诗皮肤！更有王者峡谷优化升级、对局体验优化随新版本同步开启，敬请期待！ http://t.cn/A6B07qtT ,,,,,2025/3/19 15:20,,7381,316,1896
,#王者荣耀#嘘——地球来新成员了一个能炸穿你的KPI，一个能抚平你的EMO猜到是谁了吗？周四见！关注+转发，本狐将随机抽取5位小伙伴送出【传说皮肤礼品卡】，千万不要错过！  抽奖详情  原图 ,,,,,2025/3/18 18:00,,5064,4033,1994
,#票选刘禅米莱狄新皮肤##王者源梦大赛投票开启#刘禅&米莱狄源梦皮肤设计大赛首轮投票今日正式开投！大家终于可以为自己的快乐之源打call啦~【本届源·梦赛报】经过评审团的综合评估，有超过700幅【幽默、欢乐、有趣】的作品成功突围，荣获“入围创意奖”！恭喜这些才华横溢的设计师们！【重要信息别错过】投票时间：3月18日-3月24日投票路径：游戏内大厅-活动-听源梦的歌-源梦首轮投投票奖励：首次投票成功可获得限时表情-笑到最后（14天）+亲密玫瑰*1+共创策划成长值*5为了让大家了解更多投票信息，本狐已备好投票指南（点击下方速览攻略）。快登录游戏，用指尖pick你心中的最佳设计，助力TA进入下一轮吧！ 原图 ,,,,,2025/3/18 12:52,,1056,23,318
,#王者策划上门听劝活动招募##王者荣耀你农我农# 朋友朋友想不想和我线下gank王者策划喵喵喵？《策划开麦了》王者荣耀十周年特别企划来袭，策划服务团将开启全国巡回上门听劝行动啦~ 我们将于3月23日-3月25日前往【青岛】举行第一期活动，诚邀各位小伙伴扫码报名参与！也欢迎其他城市的小伙伴填写招募问卷，说不定下一次策划就来你的城市啦！ 原图 ,,,,,2025/3/18 12:00,,1296,18,335
,#王者荣耀##小王的活动笔记#📣高能量小妲己的一天——TiMi！上号！做农活！领福利~⭐【刘备-浪漫序章】活动免费拿！这波有“备”而来~⭐【倒计时3天】戈娅-玫兰誓约新皮肤免费拿！最后机会别错过~⭐想给队友发抽象语音吗？「那我问你」&「那你问我」等限时语音累签直接领！⭐娜可露露玩法升级！完成英雄试炼任务还有惊奇魔盒等你get！⭐一元福利周开启！七天好礼送不停！小王就是想和你天！天！见！快来戳图查看更多精彩吧！ 原图 ,,,,,2025/3/17 19:35,,2283,24,468
,#王者源梦大赛首轮投票##刘禅米莱狄新皮肤投票#刘禅&米莱狄源梦皮肤设计大赛，即将迎来首轮投票期！本狐的宝箱已经被超多快乐的点子塞满啦！明天统统等你翻牌！3月18日将迎来本次源梦大赛的首轮投票，记得来参与投票，让你喜爱的作品突出重围。本狐整理了一份【源梦快乐传递】活动的平均笑脸值TOP作品集~快看看哪个创意最戳中你的兴趣点，明天就用投票为TA打call！（可以提前收藏喜欢的作品哦~） http://t.cn/A6BoWlQm ,,,,,2025/3/17 18:34,,1407,10,288
,"#源梦设计大赛#锵锵！第十二期刘禅&米莱狄源梦大赛创意赏析来啦！历时近三个月，感谢所有设计师在投稿期间为大家传递的快乐。这些【幽默、欢乐、有趣】的作品，本狐必须再给大家品鉴最后一波——米莱狄《棋航指挥官》：""骰子摇出几点都稳赢！""投掷轨迹划破天际线，指挥官运筹帷幄，四枚飞行棋突破云层枷锁，权杖折射出胜利棱镜！刘禅《童年街霸》：""再来亿局！""街机霓虹照亮像素拳影，按键回弹着少年永不冷却的斗志🔥米莱狄《吉娃娃冲击》：潮流女王即使逛街也要带上狗狗军团！两只吉娃娃分工明确：暴躁崽开着小狗碗车开路，聪明崽驾驶螺旋桨飞机撒下狗粮——时尚与火力必须双满分！刘禅《兔扭扭》： 巨型兔机甲边跑边甩肩膀扭蛋机，刘禅骑上机甲狂拍按钮，兔子手臂的扭蛋舱哐当哐当转动蹦出金光🌟，难道是——？快点击下方图片查看更多快乐有趣的作品吧~ [组图共16张] 原图 ",,,,,2025/3/17 11:16,,1852,22,413
,临近赛季末，各位小伙伴的上分之旅还顺利吗？本狐今天也带来了全新福利，为大家冲分加油助力啦关+转，随机抽10位小伙伴送出【皮肤助力金200Q币】关+评，随机抽6位小伙伴送出【云缨-幻光神枪】，10位小伙伴送出【赵怀真-器灵·浮梦炉】关+赞，随机抽10位小伙伴送出【芈月-瑰影绮梦】小伙伴们这赛季都打到什么段位了？快来评论区分享一下吧！ 原图 ,,,,,2025/3/14 14:30,,66357,54262,55602
,#无限王者团全新回归单曲##王者男团终于出新歌了# 没错，这样的学长我们一共有五位。 王者荣耀的微博视频  ,,,,,2025/3/14 13:03,,8339,463,903
,#有被峡谷来信浪漫到##王者绝美英雄小卡#峡谷来信第12封“你有一封来自诸葛亮的信件即将寄出，请注意查收！”踏雨奔赴，将心意封于信中。专属签名与寄语，似好雨如期而至。关注@王者荣耀 +@王者好物 ，转发本条微博，揪15位小伙伴送出1份同款周边~（4月3日开奖）全新抽签+直售2种发售方式，抽签通道现已开启，快来参与获取! 参与条件：1、拥有英雄【诸葛亮】；2、近一周内（包含抽签当天）完成至少一次游戏登录抽签时间：2025年3月14日10:00-17:59中签购买：2025年3月14日20:00-2025年3月15日9:59直售时间：2025年3月15日20:00产品售价：39元/套购买方式：王者荣耀周边商城*详细规则及后续发售信息见评论区配图 http://t.cn/A6BpRO8K 原图 ,,,,,2025/3/14 10:20,,2043,1349,780
,#无限王者团全新回归单曲##王者男团终于出新歌了# 「Call Your Name，所有风景里，你是最特别的滤镜。」青春回忆里的风景，总是因为某些名字，染上永不褪色的滤镜，让我们的故事变得独一无二。@无限王者团 全新回归单曲《Call Your Name》现已上线酷狗音乐、QQ音乐、酷我音乐和汽水音乐（戳评论区链接收听哦）。快跟本狐一起围观新歌PV，与无限王者团在校园平行时空相遇吧~ http://t.cn/A6BIUxv9 ,,,,,2025/3/14 10:01,,4507,303,714
,#刘备新皮肤免费送##刘备浪漫序章皮肤#本狐贴心送上活动攻略！3月13日-3月26日，参与游戏内【奇幻梦之旅】限时活动，收集幻梦币免费兑换【刘备-浪漫序章】新皮肤！小tips：🎲移动至奇遇格可开启随机小游戏，等你挑战更多幻梦币！🎲移动至道具格可额外获得【幻梦宝箱】，有机会开出惊奇魔盒等奖励！ 原图 ,,,,,2025/3/13 14:37,,2403,31,537
,#峡谷来信#🌧细雨朦胧，他悄然而来。字里行间藏着润物无声的温柔，落入你心田~✨王者荣耀主题信笺&卡组【第12封】即将上线！❗全新发售规则上线，新增抽签玩法，中签可享提前购买资格⏰3月14日10:00，王者荣耀周边商城不见不散~*详细发售规则见评论区~  王者荣耀的微博视频  ,,,,,2025/3/13 10:10,,2229,101,491
,奇幻梦之旅活动春日焕新上线！快跟本狐一起看看本期公告内容吧～参与趣味走格子玩法，免费得#刘备浪漫序章皮肤# ！累计签到送限时语音“那你问我”、“那我问你”、“谢谢让我圆梦”，以及亲密玫瑰~多重施法限时开启；娜可露露玩法升级，完成任务还可领取奖励！源梦首轮投票即将开启，一元福利周活动即将上线！夺宝、许愿屋更新~更多活动详情戳下方公告查看～ http://t.cn/A6B51v7U ,,,,,2025/3/12 20:05,,2038,28,545
,#峡谷来信# 字藏星海，展信即拥💌 2025年，峡谷来信仍将满载思念，以月为期，与你相见~🌟12位英雄已将专属印记藏于信中，快来猜猜他们是谁吧！📢为了让更多小伙伴能收藏来自峡谷的思念，发售规则将于3月14日起全新升级，详情请于评论区查看~ 关注@王者荣耀 +@王者好物 ，转发本条微博留下你的答案，👇揪10位小伙伴送出【王者荣耀主题信笺&卡组 第12封】（2025年3月21日开奖） http://t.cn/A6B5OOzg http://t.cn/A6Bp8kEx ,,,,,2025/3/12 18:00,,2869,856,965
,#刘备新皮肤免费送# 参与游戏内【奇幻梦之旅】限时活动，可免费获取#刘备浪漫序章皮肤#！刘备身着古典交响乐燕尾服，在舞台之上优雅登场。暗金绶带上勾勒出的金色纹理宛如五线谱旋律般流淌，与融合了萨克斯与管风琴特色的巨型乐器相得益彰，彰显着刘备音乐家的非凡身份。他将在舞台上为观众演奏出最浪漫华丽的乐章。刘备全新皮肤即将上线~快来一起看看皮肤爆料吧！角色设计以古典乐演奏家为主题，巧妙融合燕尾服、礼帽等古典乐元素，营造出舞台表演的精致氛围。服饰设计：深蓝色的燕尾服与纯白披肩相得益彰，既彰显高贵又不失华丽。肩章与金色绶带的点缀，加之披风上流淌的金色五线谱，更显优雅的贵族气质。发型设计：红色利落短发，突显古典乐演奏家的干练形象。精致的音乐礼帽与肩上的西装伴唱小鸟，为整个舞台表演注入活力。武器设计：以萨克斯为基底，辅以管风琴与乐谱元素，设计出巨型乐器，将演奏出最为华丽的乐章。 美宣图设计整体画面以金黄色为主基调，营造出古典乐演奏舞台的华丽氛围。乐手刘备居于舞台高处，手执致意玫瑰，嘴角微微上扬，以优雅的姿态结束自己的演奏。悬浮空中的音符滑过，既暗示余音缭绕的听感，又为静态画面注入动态韵律。*此为研发过程中录制，所展示内容仅供参考 http://t.cn/A6B5cZYL ,,,,,2025/3/12 16:00,,6233,229,1838
,#王者瑶终极觉醒方向##王者终极觉醒共创获奖方案#终极觉醒共创获奖方案来啦，看看都有哪些疯狂的觉醒方向吧！共创开启以来，我们收到非常多“脑洞大开”的创意！每位玩家都是懂觉醒的，最终从海量投稿方案中综合评选出了六个优秀方案。同时也感谢其他积极投稿的玩家，你们的创意将给终极觉醒带来更多有趣的方向，后续我们会评估大家反馈较多的方向，结合游戏数据、方案可行性等，尽快上线体验服继续打磨~ http://t.cn/A6BqZPVg ,,,,,2025/3/12 11:00,,1804,20,401
,#小妲己追剧分己##滤镜但王者版#升级完的滤镜，能变出更多王者英雄了等下，好像还看到了...红Buff？起猛了，我再睡会儿 王者荣耀的微博视频  ,,,,,2025/3/11 19:26,,6826,380,590
,#小妲己追剧分己##滤镜但王者版#今晚的大结局，滤镜还会有一次酣畅淋漓的升级吗？加载新功能“变身王者荣耀英雄”如何？请 欣 赏 《滤 镜 但 激 情 绿 茵 版》  王者荣耀的微博视频  ,,,,,2025/3/11 19:11,,6495,409,511
,#小妲己追剧分己##滤镜但王者版#追剧追番追综艺，我是小妲己追剧分己！《滤镜》有你这么上头（dian）的剧进入中国，害得我上分速度都慢了！立即联系本狐遍布娱乐圈的开黑车友会——唐奇、苏橙橙，你的神镜兵来了！（速速交出大结局！！  [组图共2张] 原图 ,,,,,2025/3/11 19:06,,6018,221,405
